id,host_id,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
5761,88735,Queens,Entire home/apt,135,2,4,2.74,1,225
5762,27495,Staten Island,Entire home/apt,101,1,10,6.37,1,237
5763,19494,Staten Island,Entire home/apt,158,1,9,2.88,1,113
5764,31627,Manhattan,Shared room,52,5,9,2.19,1,325
5765,51411,Bronx,Private room,60,2,2,1.22,1,233
5766,26424,Queens,Entire home/apt,68,14,3,2.09,1,126
5767,68292,Manhattan,Entire home/apt,310,1,16,0.86,1,69
5768,14280,Manhattan,Private room,146,2,15,3.59,1,222
5769,75183,Manhattan,Private room,101,1,18,0.91,1,133
5770,24127,Staten Island,Entire home/apt,126,1,10,2.69,1,322
5771,14880,Queens,Private room,76,3,3,1.46,1,248
5772,75656,Queens,Private room,133,14,19,2.93,1,43
5773,71649,Manhattan,Private room,65,1,17,3.17,1,307
5774,35516,Queens,Private room,67,1,24,2.56,1,88
5775,98841,Manhattan,Private room,104,14,4,1.58,1,339
5776,78830,Brooklyn,Private room,158,5,3,2.69,1,226
5777,37249,Queens,Entire home/apt,199,1,9,0.67,1,252
5778,56115,Manhattan,Private room,208,2,15,5.16,1,66
5779,57685,Bronx,Private room,38,5,2,3.6,1,251
5780,99081,Manhattan,Private room,256,3,10,0.67,1,335
5781,66600,Queens,Shared room,16,3,20,5.22,1,66
5782,90440,Brooklyn,Entire home/apt,71,7,22,0.36,1,133
5783,86815,Queens,Entire home/apt,65,1,16,2.74,1,8
5784,34115,Manhattan,Entire home/apt,291,1,11,0.81,1,224
5785,28932,Manhattan,Entire home/apt,429,2,11,1.7,1,267
5786,40530,Staten Island,Entire home/apt,22,1,5,2.44,1,65
5787,94522,Manhattan,Private room,325,2,18,4.2,1,319
5788,30758,Bronx,Entire home/apt,112,2,4,1.74,1,298
5789,37756,Staten Island,Private room,26,1,33,1.27,1,365
5790,92752,Manhattan,Private room,166,7,8,0.7,1,322
5791,58956,Manhattan,Entire home/apt,540,1,7,1.91,1,332
5792,24337,Queens,Entire home/apt,182,5,10,0.59,1,30
5793,60260,Staten Island,Private room,112,5,21,3.0,1,167
5794,32104,Staten Island,Private room,29,1,2,1.95,1,104
5795,62356,Brooklyn,Private room,78,2,5,2.38,1,327
5796,30817,Queens,Private room,42,2,24,3.79,1,21
5797,16043,Manhattan,Shared room,214,7,0,0.0,1,248
5798,27210,Staten Island,Private room,87,3,5,4.59,1,124
5799,39598,Staten Island,Private room,293,1,1,1.03,1,207
5800,15973,Manhattan,Private room,122,2,25,1.77,1,99
5801,48160,Brooklyn,Private room,66,1,18,0.8,1,192
5802,83490,Manhattan,Entire home/apt,274,1,11,0.57,1,251
5803,34502,Manhattan,Shared room,178,1,7,1.04,1,326
5804,70015,Bronx,Entire home/apt,85,7,4,1.57,1,112
5805,54495,Brooklyn,Private room,105,3,12,2.67,1,39
5806,44169,Manhattan,Entire home/apt,312,2,4,1.56,1,330
5807,25933,Brooklyn,Entire home/apt,188,5,10,2.8,1,10
5808,79486,Staten Island,Entire home/apt,80,30,4,8.63,1,40
5809,56064,Queens,Entire home/apt,122,14,2,0.73,1,3
5810,50414,Brooklyn,Entire home/apt,167,1,3,2.57,1,2
5811,56417,Manhattan,Private room,157,1,14,0.83,1,329
5812,70986,Staten Island,Entire home/apt,194,1,10,3.5,1,196
5813,92544,Bronx,Entire home/apt,274,3,3,2.89,1,331
5814,63315,Brooklyn,Entire home/apt,116,1,5,0.47,1,161
5815,46906,Manhattan,Private room,127,14,17,1.05,1,75
5816,88462,Manhattan,Entire home/apt,188,5,16,11.24,1,52
5817,35674,Manhattan,Entire home/apt,328,1,11,0.53,1,293
5818,23018,Queens,Entire home/apt,98,1,3,0.58,1,340
5819,74893,Staten Island,Private room,70,1,23,2.66,1,246
5820,51212,Brooklyn,Entire home/apt,338,2,19,1.63,1,3
5821,48650,Bronx,Entire home/apt,26,7,21,0.58,1,202
5822,13604,Brooklyn,Entire home/apt,241,3,1,2.96,1,73
5823,42331,Queens,Shared room,29,3,8,3.32,1,328
5824,34503,Queens,Entire home/apt,169,1,13,0.44,1,273
5825,57216,Manhattan,Private room,96,14,27,8.81,1,302
5826,51587,Brooklyn,Entire home/apt,355,1,12,3.7,1,106
5827,50170,Queens,Entire home/apt,217,14,16,2.15,1,283
5828,63948,Manhattan,Entire home/apt,405,2,39,0.83,1,184
5829,25758,Brooklyn,Entire home/apt,285,2,2,0.97,1,73
5830,77052,Brooklyn,Entire home/apt,122,3,20,0.71,1,225
5831,95411,Staten Island,Entire home/apt,82,1,2,0.51,1,246
5832,18777,Brooklyn,Entire home/apt,278,7,7,1.98,1,310
5833,56510,Bronx,Private room,36,14,3,1.41,1,93
5834,29523,Brooklyn,Shared room,115,1,17,3.44,1,32
5835,15750,Queens,Entire home/apt,110,1,7,2.62,1,191
5836,71882,Queens,Private room,92,2,28,2.45,1,146
5837,14971,Bronx,Shared room,93,3,23,1.76,1,257
5838,67790,Brooklyn,Private room,66,1,1,0.86,1,209
5839,19423,Queens,Entire home/apt,136,3,12,2.87,1,333
5840,89092,Queens,Private room,124,1,2,2.03,1,188
5841,39038,Brooklyn,Entire home/apt,310,14,14,1.47,1,57
5842,72328,Manhattan,Entire home/apt,247,5,10,1.18,1,145
5843,92224,Manhattan,Entire home/apt,223,1,2,1.42,1,172
5844,63734,Manhattan,Entire home/apt,260,14,4,0.74,1,242
5845,94460,Bronx,Entire home/apt,231,1,2,4.58,1,78
5846,26480,Manhattan,Entire home/apt,254,5,3,0.42,1,150
5847,94709,Manhattan,Private room,164,3,6,1.87,1,305
5848,86362,Queens,Entire home/apt,104,2,14,1.73,1,131
5849,72457,Brooklyn,Private room,144,14,6,2.32,1,97
5850,53337,Brooklyn,Entire home/apt,200,3,22,1.12,1,279
5851,47944,Manhattan,Entire home/apt,170,7,3,1.96,1,11
5852,27801,Staten Island,Private room,36,7,2,4.18,1,284
5853,79327,Bronx,Shared room,15,3,17,1.01,1,261
5854,92298,Bronx,Entire home/apt,66,2,3,4.19,1,110
5855,74774,Brooklyn,Entire home/apt,285,1,17,1.51,1,85
5856,35757,Queens,Private room,144,1,13,2.46,1,250
5857,24467,Manhattan,Entire home/apt,432,2,1,0.58,1,312
5858,51476,Manhattan,Private room,213,1,23,3.77,1,31
5859,20642,Manhattan,Private room,147,1,3,8.86,1,88
5860,86088,Queens,Entire home/apt,201,30,6,0.77,1,281
5861,37380,Brooklyn,Entire home/apt,215,7,1,1.37,1,218
5862,84017,Brooklyn,Entire home/apt,496,2,35,3.99,1,198
5863,22682,Manhattan,Entire home/apt,280,7,0,0.0,1,34
5864,72326,Brooklyn,Private room,205,1,2,3.2,1,26
5865,62036,Queens,Private room,113,1,20,0.68,1,162
5866,55382,Brooklyn,Private room,146,14,15,0.96,13,17
5867,20698,Queens,Private room,23,3,20,2.72,1,349
5868,97390,Manhattan,Entire home/apt,493,5,22,4.6,1,15
5869,28260,Bronx,Private room,52,7,8,3.25,1,158
5870,91234,Queens,Entire home/apt,103,1,9,2.16,1,316
5871,75676,Manhattan,Private room,70,5,9,0.87,1,229
5872,89453,Manhattan,Entire home/apt,295,2,5,1.73,1,241
5873,35462,Queens,Private room,71,7,4,1.4,1,289
5874,85029,Bronx,Private room,27,2,15,2.53,1,128
5875,78878,Brooklyn,Entire home/apt,82,5,4,1.69,1,72
5876,52658,Manhattan,Entire home/apt,387,14,11,1.12,1,195
5877,23905,Bronx,Entire home/apt,168,1,11,2.89,1,127
5878,81366,Queens,Entire home/apt,146,2,11,1.36,1,313
5879,63790,Brooklyn,Private room,184,2,11,0.96,1,19
5880,47954,Brooklyn,Shared room,49,3,3,1.67,1,208
5881,98290,Manhattan,Entire home/apt,287,7,6,0.9,1,171
5882,44972,Queens,Entire home/apt,79,1,3,0.93,1,301
5883,77877,Brooklyn,Private room,41,14,5,4.25,1,362
5884,62046,Staten Island,Entire home/apt,319,5,3,0.63,1,359
5885,71253,Brooklyn,Entire home/apt,343,1,25,5.82,1,204
5886,42878,Brooklyn,Private room,45,1,2,4.34,1,248
5887,94879,Brooklyn,Private room,106,1,0,0.0,1,184
5888,53887,Staten Island,Entire home/apt,109,1,8,1.99,1,165
5889,80246,Bronx,Entire home/apt,89,3,6,2.17,1,363
5890,29771,Brooklyn,Private room,78,1,9,1.83,1,271
5891,97861,Queens,Private room,86,3,0,0.0,1,352
5892,44860,Queens,Private room,109,7,1,1.2,1,154
5893,16741,Brooklyn,Entire home/apt,230,2,14,0.89,1,228
5894,57697,Manhattan,Private room,147,2,21,1.14,1,207
5895,94739,Brooklyn,Private room,90,1,3,4.46,1,334
5896,66611,Manhattan,Private room,263,5,9,5.84,1,79
5897,39651,Staten Island,Private room,79,14,4,0.34,1,133
5898,33635,Brooklyn,Entire home/apt,192,5,6,1.7,1,28
5899,27546,Staten Island,Shared room,32,1,34,1.74,1,295
5900,11664,Brooklyn,Entire home/apt,222,1,5,2.03,1,326
5901,11861,Queens,Entire home/apt,101,1,27,1.26,1,97
5902,12831,Brooklyn,Private room,154,3,2,2.83,1,108
5903,76102,Manhattan,Private room,87,5,13,4.12,1,310
5904,35780,Brooklyn,Private room,78,30,2,3.17,1,99
5905,67367,Manhattan,Entire home/apt,414,2,7,0.26,1,281
5906,32078,Queens,Entire home/apt,70,3,15,1.61,1,25
5907,73306,Brooklyn,Private room,41,1,36,1.21,1,245
5908,89937,Queens,Entire home/apt,136,1,11,1.24,1,280
5909,49171,Manhattan,Private room,62,1,16,1.9,1,355
5910,31415,Manhattan,Entire home/apt,145,1,18,0.52,1,169
5911,52992,Brooklyn,Private room,148,2,9,7.94,1,175
5912,98018,Staten Island,Entire home/apt,103,14,8,10.85,1,1
5913,74678,Queens,Private room,141,3,11,2.56,1,104
5914,91544,Brooklyn,Private room,50,2,13,1.26,1,91
5915,10891,Brooklyn,Entire home/apt,175,2,2,3.71,1,256
5916,74412,Manhattan,Private room,196,1,16,1.05,1,133
5917,75916,Staten Island,Private room,32,1,10,5.06,1,39
5918,58116,Queens,Private room,123,1,13,8.91,1,291
5919,47607,Brooklyn,Private room,129,1,8,1.62,1,256
5920,46740,Queens,Entire home/apt,54,1,8,3.14,1,14
5921,66230,Manhattan,Entire home/apt,290,3,2,4.3,1,192
5922,47850,Staten Island,Entire home/apt,142,14,0,0.0,1,338
5923,17211,Manhattan,Entire home/apt,214,1,10,1.3,1,24
5924,77214,Queens,Entire home/apt,58,7,23,1.28,1,77
5925,65800,Manhattan,Private room,183,1,25,2.8,1,341
5926,92410,Queens,Entire home/apt,443,3,22,1.43,1,342
5927,15159,Queens,Entire home/apt,106,1,8,1.26,1,70
5928,99882,Queens,Entire home/apt,311,1,16,8.33,1,289
5929,54758,Queens,Private room,46,1,2,1.67,1,266
5930,81117,Bronx,Private room,62,1,2,1.22,1,335
5931,90780,Manhattan,Entire home/apt,452,14,7,4.9,1,293
5932,90808,Brooklyn,Private room,97,2,17,1.2,1,3
5933,46185,Manhattan,Entire home/apt,251,1,6,2.32,1,55
5934,72952,Staten Island,Shared room,48,1,6,1.72,1,103
5935,59593,Brooklyn,Private room,277,3,25,1.85,1,290
5936,29105,Queens,Entire home/apt,155,5,10,0.25,1,150
5937,78166,Queens,Private room,52,30,15,2.35,1,279
5938,74769,Manhattan,Private room,142,3,5,3.24,1,3
5939,93277,Manhattan,Entire home/apt,1183,2,10,3.24,1,253
5940,42045,Brooklyn,Private room,105,1,4,8.17,1,95
5941,81152,Brooklyn,Entire home/apt,133,1,6,0.83,1,179
5942,88141,Manhattan,Entire home/apt,158,7,40,0.78,1,229
5943,50722,Manhattan,Entire home/apt,108,5,11,3.14,1,353
5944,60447,Bronx,Entire home/apt,127,5,2,0.94,1,59
5945,18389,Staten Island,Entire home/apt,165,1,8,5.22,22,161
5946,97664,Brooklyn,Private room,79,2,5,2.9,1,286
5947,91964,Brooklyn,Entire home/apt,182,5,3,2.79,1,35
5948,98779,Manhattan,Entire home/apt,155,3,3,1.98,1,85
5949,35818,Queens,Private room,75,3,29,1.49,1,34
5950,99010,Bronx,Private room,72,3,4,2.97,1,169
5951,77474,Manhattan,Shared room,62,2,20,3.21,1,14
5952,13572,Manhattan,Private room,398,5,6,2.55,1,55
5953,21225,Queens,Shared room,23,2,7,1.52,1,229
5954,53846,Queens,Private room,81,5,2,0.42,1,135
5955,30038,Manhattan,Shared room,133,1,30,1.22,1,227
5956,30630,Queens,Private room,67,3,14,1.38,1,356
5957,94453,Brooklyn,Entire home/apt,166,2,14,2.75,1,221
5958,71800,Brooklyn,Entire home/apt,84,7,24,6.67,1,242
5959,18069,Queens,Private room,147,2,11,0.57,1,22
5960,77752,Bronx,Entire home/apt,95,3,4,1.14,1,234
5961,40518,Brooklyn,Entire home/apt,247,1,6,1.02,1,326
5962,79226,Staten Island,Private room,89,2,23,0.83,1,149
5963,23184,Brooklyn,Private room,69,5,14,2.49,1,35
5964,52624,Queens,Entire home/apt,118,7,4,2.81,1,166
5965,13672,Brooklyn,Private room,204,5,4,1.58,1,91
5966,72604,Bronx,Private room,30,2,5,2.92,1,364
5967,39487,Staten Island,Shared room,104,1,5,14.83,1,37
5968,72079,Manhattan,Private room,104,2,1,2.67,1,299
5969,43698,Staten Island,Private room,32,3,19,0.36,1,148
5970,39130,Bronx,Private room,59,1,17,2.4,1,277
5971,34240,Queens,Entire home/apt,442,14,7,2.47,1,253
5972,10085,Manhattan,Private room,55,1,13,0.87,1,262
5973,65570,Bronx,Private room,51,5,18,2.02,1,20
5974,91764,Bronx,Private room,72,2,9,2.74,1,171
5975,37907,Brooklyn,Private room,100,3,1,1.76,1,333
5976,74689,Staten Island,Entire home/apt,142,5,11,4.62,1,297
5977,58311,Manhattan,Private room,106,1,5,2.17,1,134
5978,28008,Manhattan,Entire home/apt,213,3,6,1.65,1,68
5979,98807,Brooklyn,Entire home/apt,170,5,7,0.53,1,356
5980,15125,Brooklyn,Entire home/apt,99,5,10,0.52,1,146
5981,37514,Queens,Entire home/apt,128,2,9,0.68,1,88
5982,80011,Manhattan,Private room,127,5,24,2.87,1,8
5983,95978,Staten Island,Entire home/apt,89,1,17,1.18,1,51
5984,15492,Manhattan,Entire home/apt,353,1,10,0.72,1,170
5985,64529,Manhattan,Shared room,31,1,8,1.51,1,348
5986,94654,Manhattan,Entire home/apt,261,2,4,1.55,1,234
5987,73178,Brooklyn,Entire home/apt,658,2,8,0.89,1,338
5988,43381,Staten Island,Entire home/apt,63,1,12,2.07,1,270
5989,14809,Queens,Entire home/apt,266,2,25,6.11,1,99
5990,88417,Bronx,Entire home/apt,107,2,5,0.74,1,81
5991,35723,Manhattan,Entire home/apt,212,3,20,2.31,1,190
5992,52924,Brooklyn,Private room,47,1,7,0.63,1,277
5993,30047,Brooklyn,Entire home/apt,199,14,37,4.98,1,198
5994,36066,Brooklyn,Entire home/apt,409,2,2,0.66,1,60
5995,68974,Manhattan,Private room,127,3,7,0.37,1,189
5996,44553,Queens,Entire home/apt,125,1,11,2.19,1,261
5997,30304,Brooklyn,Private room,170,5,13,0.77,1,12
5998,34215,Queens,Entire home/apt,158,2,0,0.0,1,183
5999,50456,Brooklyn,Entire home/apt,77,1,10,0.62,6,233
6000,99783,Manhattan,Private room,166,30,18,0.48,1,294
6001,78781,Queens,Entire home/apt,301,7,3,1.92,1,365
6002,76389,Manhattan,Entire home/apt,290,1,9,0.27,1,349
6003,72621,Bronx,Private room,15,5,4,0.49,1,202
6004,88524,Queens,Entire home/apt,162,5,10,0.73,1,13
6005,44310,Manhattan,Private room,141,1,3,0.7,1,36
6006,36254,Staten Island,Private room,22,30,4,0.95,1,13
6007,77476,Brooklyn,Entire home/apt,73,1,23,0.96,1,111
6008,53328,Manhattan,Private room,269,14,1,0.79,14,149
6009,68698,Queens,Entire home/apt,88,3,5,3.31,1,286
6010,31228,Manhattan,Shared room,51,2,1,1.5,1,81
6011,45343,Bronx,Private room,54,5,54,1.66,1,329
6012,63665,Bronx,Private room,39,3,21,1.58,1,151
6013,78559,Staten Island,Entire home/apt,122,5,22,1.53,1,279
6014,47578,Brooklyn,Private room,87,7,7,1.79,1,159
6015,97304,Brooklyn,Entire home/apt,95,2,24,2.49,1,356
6016,96147,Queens,Entire home/apt,99,2,5,3.98,1,181
6017,74827,Manhattan,Shared room,106,7,1,3.66,1,33
6018,75813,Brooklyn,Entire home/apt,188,5,21,12.57,1,116
6019,34069,Brooklyn,Shared room,49,1,21,0.87,1,329
6020,26395,Manhattan,Entire home/apt,859,3,38,0.95,1,287
6021,60935,Brooklyn,Private room,146,14,34,3.07,1,302
6022,67568,Bronx,Entire home/apt,166,3,5,0.8,1,126
6023,33415,Bronx,Entire home/apt,95,3,7,1.69,1,203
6024,23695,Manhattan,Entire home/apt,334,1,13,10.34,1,40
6025,61393,Manhattan,Private room,124,14,6,6.83,1,343
6026,45307,Manhattan,Entire home/apt,454,3,8,0.8,1,33
6027,56633,Bronx,Private room,52,1,18,0.58,1,46
6028,25364,Manhattan,Entire home/apt,335,14,29,0.32,1,19
6029,99630,Queens,Entire home/apt,143,2,5,1.68,1,348
6030,98316,Manhattan,Entire home/apt,293,1,25,1.18,1,271
6031,94207,Queens,Entire home/apt,660,1,10,1.53,1,105
6032,36637,Brooklyn,Private room,68,30,1,1.3,1,363
6033,46403,Queens,Private room,48,2,2,1.24,1,179
6034,56980,Manhattan,Entire home/apt,434,2,7,1.14,1,167
6035,86565,Queens,Private room,50,2,2,1.72,1,0
6036,73259,Manhattan,Private room,134,5,11,4.26,1,262
6037,82434,Queens,Entire home/apt,72,2,6,0.24,1,222
6038,43212,Bronx,Entire home/apt,136,2,19,1.25,1,232
6039,17003,Manhattan,Private room,208,5,49,0.7,1,311
6040,86482,Bronx,Entire home/apt,87,2,17,2.49,1,277
6041,22661,Queens,Entire home/apt,194,5,6,1.17,1,15
6042,21627,Manhattan,Entire home/apt,107,30,16,4.14,1,277
6043,29962,Brooklyn,Private room,66,30,26,3.67,1,261
6044,44393,Manhattan,Entire home/apt,270,2,14,0.83,1,116
6045,42137,Queens,Entire home/apt,69,1,11,2.06,1,237
6046,31918,Queens,Entire home/apt,50,1,4,4.09,19,0
6047,78655,Manhattan,Entire home/apt,250,7,6,1.27,1,1
6048,92278,Brooklyn,Entire home/apt,270,1,22,1.61,1,218
6049,46400,Bronx,Private room,112,1,26,0.98,1,69
6050,55672,Staten Island,Entire home/apt,85,3,5,1.36,1,193
6051,68958,Brooklyn,Private room,146,14,25,2.11,1,36
6052,55475,Staten Island,Entire home/apt,163,1,4,2.64,1,201
6053,47971,Brooklyn,Private room,191,1,11,3.01,1,16
6054,47107,Brooklyn,Private room,81,7,14,1.55,1,144
6055,30328,Bronx,Entire home/apt,39,2,0,0.0,1,5
6056,15537,Brooklyn,Private room,102,2,17,1.21,1,211
6057,55899,Brooklyn,Entire home/apt,105,7,10,4.28,5,273
6058,42263,Brooklyn,Private room,66,1,12,5.15,1,136
6059,39731,Bronx,Entire home/apt,88,3,10,1.47,1,31
6060,94637,Bronx,Shared room,24,30,12,2.05,1,144
6061,11176,Brooklyn,Private room,106,5,14,1.77,1,48
6062,82909,Brooklyn,Shared room,76,2,37,1.73,4,140
6063,97584,Brooklyn,Entire home/apt,150,5,9,0.26,1,0
6064,49377,Brooklyn,Entire home/apt,229,1,10,0.63,1,364
6065,51243,Manhattan,Private room,159,1,33,2.93,1,37
6066,62154,Queens,Private room,117,5,1,1.91,1,235
6067,95470,Brooklyn,Shared room,47,1,4,3.7,1,37
6068,65383,Brooklyn,Entire home/apt,176,1,2,1.48,1,35
6069,31015,Manhattan,Private room,128,1,23,0.62,1,201
6070,46367,Manhattan,Entire home/apt,271,1,10,1.48,1,98
6071,28866,Staten Island,Private room,40,2,21,3.67,1,281
6072,63374,Brooklyn,Entire home/apt,113,1,18,2.04,1,303
6073,69589,Manhattan,Entire home/apt,454,7,9,0.44,8,352
6074,20920,Brooklyn,Private room,54,5,13,0.76,1,167
6075,90878,Brooklyn,Entire home/apt,154,1,20,0.97,1,199
6076,79833,Manhattan,Private room,275,2,23,0.51,1,182
6077,25830,Brooklyn,Private room,81,7,11,1.17,1,252
6078,90354,Brooklyn,Entire home/apt,290,14,3,3.37,1,1
6079,42584,Brooklyn,Entire home/apt,133,1,10,0.73,1,348
6080,79733,Brooklyn,Private room,55,5,9,3.17,1,89
6081,24705,Brooklyn,Entire home/apt,77,1,5,2.43,1,93
6082,41585,Staten Island,Private room,126,1,10,1.1,1,316
6083,59540,Brooklyn,Shared room,28,1,18,2.15,1,312
6084,60129,Manhattan,Entire home/apt,446,3,17,1.15,1,64
6085,37456,Manhattan,Entire home/apt,171,2,5,2.62,1,93
6086,92855,Brooklyn,Entire home/apt,380,1,19,9.38,1,12
6087,15861,Queens,Private room,235,2,21,8.18,1,232
6088,29281,Manhattan,Entire home/apt,117,2,20,0.28,1,148
6089,85902,Queens,Entire home/apt,72,5,15,1.24,1,60
6090,28984,Manhattan,Private room,241,3,11,1.08,1,39
6091,57131,Brooklyn,Shared room,69,2,20,2.74,1,90
6092,40378,Queens,Entire home/apt,201,1,19,3.66,1,196
6093,50856,Brooklyn,Entire home/apt,134,1,4,2.95,1,12
6094,31835,Brooklyn,Shared room,154,7,11,2.3,1,203
6095,50631,Manhattan,Private room,168,1,5,0.75,1,32
6096,38120,Queens,Private room,36,1,7,4.79,1,93
6097,13260,Manhattan,Private room,137,5,6,1.1,1,47
6098,68746,Bronx,Shared room,15,1,7,0.51,1,133
6099,98946,Manhattan,Private room,377,1,3,0.41,1,330
6100,19362,Bronx,Private room,38,2,0,0.0,1,292
6101,25402,Brooklyn,Private room,128,2,5,3.78,1,294
6102,61953,Queens,Private room,54,1,15,0.73,1,174
6103,65576,Brooklyn,Entire home/apt,131,1,13,2.77,1,236
6104,13223,Staten Island,Entire home/apt,40,2,8,0.93,1,133
6105,41970,Manhattan,Private room,219,2,5,1.04,1,145
6106,62963,Manhattan,Entire home/apt,605,1,27,0.49,1,209
6107,77628,Brooklyn,Private room,59,1,22,3.15,1,10
6108,76162,Manhattan,Entire home/apt,127,2,8,1.05,1,233
6109,76495,Manhattan,Private room,245,1,24,2.06,1,196
6110,12883,Staten Island,Entire home/apt,47,1,13,1.57,1,23
6111,22861,Staten Island,Private room,120,1,19,1.38,1,65
6112,40696,Brooklyn,Private room,59,2,21,1.71,1,239
6113,71576,Staten Island,Entire home/apt,63,3,6,2.6,1,290
6114,56797,Brooklyn,Private room,112,1,17,3.53,1,225
6115,61085,Manhattan,Entire home/apt,167,3,4,0.82,1,361
6116,45054,Queens,Entire home/apt,89,2,15,0.79,1,1
6117,18649,Queens,Entire home/apt,159,5,18,8.81,1,243
6118,92518,Staten Island,Entire home/apt,30,2,5,1.52,1,139
6119,99809,Manhattan,Shared room,205,2,8,2.49,1,257
6120,43428,Queens,Entire home/apt,134,2,35,0.82,1,290
6121,73069,Manhattan,Private room,77,1,21,0.7,1,348
6122,35433,Manhattan,Entire home/apt,169,1,28,0.93,1,352
6123,71910,Manhattan,Private room,271,2,4,1.21,1,260
6124,32947,Staten Island,Entire home/apt,160,1,2,1.88,1,362
6125,86047,Bronx,Private room,118,1,12,9.41,1,115
6126,48557,Queens,Private room,48,3,4,2.43,1,106
6127,65496,Brooklyn,Private room,115,3,12,0.77,1,58
6128,37722,Brooklyn,Entire home/apt,233,1,7,1.31,1,160
6129,78375,Manhattan,Private room,230,7,9,0.85,1,181
6130,59095,Brooklyn,Entire home/apt,342,7,26,0.36,1,102
6131,39177,Brooklyn,Entire home/apt,124,2,6,1.59,1,204
6132,36712,Queens,Entire home/apt,123,2,7,0.61,1,286
6133,94212,Brooklyn,Entire home/apt,132,7,10,2.92,1,18
6134,64496,Manhattan,Entire home/apt,288,5,11,1.31,1,280
6135,63607,Manhattan,Private room,231,2,1,1.92,1,106
6136,68694,Manhattan,Entire home/apt,119,1,9,1.12,1,190
6137,73470,Brooklyn,Entire home/apt,339,3,10,2.98,1,52
6138,91735,Staten Island,Entire home/apt,62,2,15,5.5,1,36
6139,31044,Queens,Private room,59,3,5,0.73,1,358
6140,96101,Bronx,Private room,110,1,14,1.73,1,42
6141,28602,Brooklyn,Entire home/apt,220,3,11,4.4,1,178
6142,80209,Brooklyn,Private room,118,5,9,8.12,1,46
6143,10067,Manhattan,Private room,82,14,4,3.17,1,57
6144,45945,Bronx,Entire home/apt,59,2,13,1.83,1,233
6145,50964,Queens,Entire home/apt,220,3,11,2.38,1,130
6146,18764,Manhattan,Private room,114,1,34,0.86,1,70
6147,76363,Brooklyn,Private room,74,1,11,0.68,1,332
6148,44792,Brooklyn,Entire home/apt,313,1,2,1.49,1,254
6149,41931,Queens,Entire home/apt,74,7,2,1.71,1,312
6150,45662,Staten Island,Entire home/apt,134,2,9,1.37,1,23
6151,30806,Brooklyn,Private room,100,2,5,1.94,1,101
6152,91904,Brooklyn,Private room,98,7,7,1.54,1,324
6153,24539,Manhattan,Entire home/apt,223,1,17,4.65,1,150
6154,91648,Manhattan,Entire home/apt,215,3,19,2.78,1,360
6155,42749,Manhattan,Private room,87,5,32,0.44,1,171
6156,69800,Manhattan,Private room,205,1,10,1.14,1,309
6157,39446,Queens,Private room,48,1,6,1.42,1,190
6158,36855,Queens,Private room,119,1,4,5.75,1,122
6159,61784,Manhattan,Private room,139,14,4,1.12,1,273
6160,80001,Bronx,Entire home/apt,58,3,11,3.08,1,254
6161,17683,Manhattan,Entire home/apt,260,1,13,0.49,1,167
6162,54522,Brooklyn,Entire home/apt,147,3,3,1.17,1,83
6163,66427,Manhattan,Private room,274,1,9,2.95,1,325
6164,23597,Brooklyn,Entire home/apt,150,1,0,0.0,1,221
6165,84886,Manhattan,Entire home/apt,254,30,7,5.7,1,241
6166,16714,Brooklyn,Entire home/apt,400,1,39,2.71,1,124
6167,61324,Brooklyn,Entire home/apt,243,5,0,0.0,1,69
6168,24766,Staten Island,Private room,153,7,30,1.27,1,272
6169,20497,Manhattan,Entire home/apt,592,2,4,1.98,1,180
6170,59802,Manhattan,Entire home/apt,182,30,0,0.0,1,122
6171,21397,Manhattan,Private room,271,1,26,3.83,1,252
6172,83365,Queens,Entire home/apt,304,30,12,1.21,1,206
6173,57621,Manhattan,Private room,365,1,18,1.72,1,307
6174,24722,Bronx,Private room,95,2,35,2.13,1,336
6175,60652,Brooklyn,Private room,166,7,10,3.47,1,24
6176,24772,Brooklyn,Private room,83,3,17,2.31,1,43
6177,16012,Brooklyn,Entire home/apt,116,3,3,0.72,1,39
6178,31728,Manhattan,Private room,130,1,4,2.65,1,208
6179,38578,Manhattan,Entire home/apt,118,30,4,7.43,1,43
6180,80926,Brooklyn,Entire home/apt,385,1,6,0.59,1,112
6181,89228,Queens,Entire home/apt,112,7,15,7.93,1,297
6182,38763,Manhattan,Entire home/apt,602,14,10,1.2,1,162
6183,52604,Manhattan,Private room,80,1,15,0.89,1,138
6184,31644,Staten Island,Entire home/apt,209,5,11,1.11,1,283
6185,61391,Manhattan,Private room,120,1,10,1.55,1,171
6186,26630,Bronx,Entire home/apt,51,5,13,1.62,1,19
6187,94654,Queens,Entire home/apt,321,2,28,1.79,1,127
6188,21403,Brooklyn,Shared room,95,1,7,0.4,1,104
6189,24778,Manhattan,Entire home/apt,333,7,15,2.57,1,32
6190,40420,Manhattan,Private room,160,3,6,5.56,1,163
6191,10683,Queens,Entire home/apt,167,1,8,0.46,1,172
6192,90429,Queens,Entire home/apt,146,2,7,1.96,1,82
6193,15690,Queens,Entire home/apt,85,1,0,0.0,1,313
6194,85141,Staten Island,Private room,49,5,3,0.65,1,346
6195,31341,Queens,Entire home/apt,386,3,12,3.44,1,34
6196,72953,Manhattan,Entire home/apt,1287,1,6,8.09,1,86
